Attribute,url,url_length,has_ip,dot_count,protocol_http,protocol_https,subdomain_count,domain_age,dns_valid,site_accessible,has_iframe,has_obfuscated_script,whois_available,whois_registrar,whois_registration_time,whois_expiration_time,whois_name_server
legit,https://chemicalamterial.ir/amozsh-taamyrat-mobayl-fny-hrfhay-asol-payh-bray-aghlb-mobaylha-dr-ayn-mkalh-bh-asol-payh-bray-taamyrat-mobayl-prdakhth-shdh-ast-kh-fraboy-tryn-mobaylhay-dnya-ra-shaml-myshod-10656bab-f31a-45d8-bd37-67eb719c04f6,239,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://www.cfzo.ir/ns/ceo/contact,34,0,2,0,1,1,None,1,1,0,0,0,,-,-,
legit,http://chi-besazam.ir/tag/%D8%AA%D8%A8%D8%AF%DB%8C%D9%84%20%D8%B3%D8%B7%D9%84%20%D8%A2%D8%B4%D8%BA%D8%A7%D9%84%20%D9%85%D8%B9%D9%85%D9%88%D9%84%DB%8C%20%D8%A8%D9%87%20%D9%85%DA%A9%D8%A7%D9%86%DB%8C%DA%A9%DB%8C,209,0,1,1,0,0,None,1,0,0,0,0,,-,-,
legit,https://charbaghrasa.ir/%D9%BE%D9%84%D9%85%D8%A8-%DB%B5%DB%B1%DB%B8-%D9%88%D8%A7%D8%AD%D8%AF-%D8%B5%D9%86%D9%81%DB%8C-%D9%85%D8%AA%D8%AE%D9%84%D9%81-%D8%AF%D8%B1-%D8%A8%D8%AE%D8%B4-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA-%D9%88/,225,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://www.charmsport.ir/category/%D8%B1%D8%A7%D9%86%D8%A7/,60,0,2,0,1,1,None,1,1,0,0,0,,-,-,
legit,https://chamedanshop.ir/category/1/%DA%86%D9%85%D8%AF%D8%A7%D9%86-ivs-%D8%AA%D8%B1%DA%A9%DB%8C%D9%87/,101,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chinedecor.ir/smart-home/fars/%D9%82%D9%81%D9%84-%D9%88-%D8%A7%D9%85%D9%86%DB%8C%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2/attachment/%D9%82%D9%81%D9%84-%D9%88-%D8%A7%D9%85%D9%86%DB%8C%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-46/,414,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://www.chaypareh-ag.ir/,28,0,2,0,1,1,None,1,1,0,0,0,,-,-,
legit,https://chavosh-dental.ir/category/%D8%AF%D9%86%D8%AF%D8%A7%D9%86%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C/,152,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,http://cheshmandazketab.ir/product/%D8%AA%D8%AD%D9%84%DB%8C%D9%84-%D8%B9%D9%88%D8%A7%D9%85%D9%84-%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C-%D8%AA%D8%A7%D8%AB%DB%8C%D8%B1-%DA%AF%D8%B0%D8%A7%D8%B1-%D8%A8%D8%B1-%D9%BE%D8%B0%DB%8C%D8%B1%D8%B4-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D8%AF%D8%B1-%D8%B5%D9%86%D8%A7%DB%8C%D8%B9-%DA%A9%D9%88%DA%86%DA%A9-%D9%88-%D9%85%D8%AA%D9%88%D8%B3%D8%B7-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,457,0,1,1,0,0,None,0,1,0,0,0,,-,-,
legit,http://childpsy.ir/%D8%AA%DA%A9%D9%86%DB%8C%DA%A9%D9%87%D8%A7%DB%8C-%DA%AF%D8%B1%D9%81%D8%AA%D9%86-%D9%BE%D9%88%D8%B4%DA%A9-%D8%A7%D8%B2-%D9%81%D8%B1%D8%B2%D9%86%D8%AF/,168,0,1,1,0,0,None,1,0,0,0,0,,-,-,
legit,https://chapshafagh.ir/product/NDIyMzI3=/%D8%AA%D8%B1%D8%A7%DA%A9%D8%AA-%D8%AA%D8%AD%D8%B1%DB%8C%D8%B1-80-%DA%AF%D8%B1%D9%85-B6-%DB%8C%DA%A9-%D8%B1%D9%88-5000-%D8%B9%D8%AF%D8%AF%DB%8C---3-%D8%B1%D9%88%D8%B2-%DA%A9%D8%A7%D8%B1%DB%8C,231,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://charmsazeh.ir/%D8%B3%D8%A7%D8%AE%D8%AA-%DA%A9%D8%A7%D8%A8%DB%8C%D9%86%D8%AA-%D8%A2%D8%B4%D9%BE%D8%B2%D8%AE%D8%A7%D9%86%D9%87-%D8%A8%D8%A7-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%A7%D8%B2-%DA%86%D8%B1%D9%85/,221,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chibegirim.ir/product/%D9%84%DB%8C%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%A7%D8%B3%D9%85%D9%88%D8%AA%DB%8C-%DA%A9%D8%AF-vivo96/,137,0,1,0,1,0,None,1,0,None,None,0,,-,-,
legit,https://chasbsanaye.ir/brand/%D8%A2%D8%B3%DB%8C%D8%A7/,54,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chineseautopart.ir/shop/%D9%84%D9%88%D8%A7%D8%B2%D9%85-%DB%8C%D8%AF%DA%A9%DB%8C-%D8%AF%D8%A7%D9%86%DA%AF-%D9%81%D9%86%DA%AF/%D9%82%D8%B7%D8%B9%D8%A7%D8%AA-%DB%8C%D8%AF%DA%A9%DB%8C-%D8%A7%DA%86-%D8%B3%DB%8C-%DA%A9%D8%B1%D8%A7%D8%B3-h30-cross/%D8%A8%D8%B1%D8%A7%DA%A9%D8%AA-%D8%B3%D9%BE%D8%B1-%D8%B9%D9%82%D8%A8-%D8%A7%DA%86-%D8%B3%DB%8C-%DA%A9%D8%B1%D8%A7%D8%B3,368,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://www.chakrakala.ir/product/665/%D8%B5%D9%86%D8%AF%D9%84%DB%8C-%D9%87%D8%AF-%D8%A7%D8%B3%D8%AA%D9%86%D8%AF.aspx,117,0,3,0,1,1,None,1,0,None,None,0,,-,-,
legit,https://charghaad.ir/product/%D8%B4%D8%A7%D9%84-%D8%A7%D9%84%DB%8C%D8%A7%D9%81-%D8%B7%D8%A8%DB%8C%D8%B9%DB%8C-%DA%86%D9%87%D8%A7%D8%B1%D8%AE%D9%88%D9%86%D9%87-%D9%85%D8%B2%D9%88%D9%86%DB%8C/,190,0,1,0,1,0,None,0,1,None,None,0,,-,-,
legit,https://www.charmsport.ir/tag/%D8%A8%DB%8C-%D8%A7%D9%85-%D9%88-650i-%DA%A9%D9%88%D9%BE%D9%87-%D8%AF%D8%A7%D8%AE%D9%84/,118,0,2,0,1,1,None,1,1,0,0,0,,-,-,
legit,https://chenco.ir/product/%DA%86%D8%B1%D8%A7%D8%BA-%D8%AF%DB%8C%D9%88%D8%A7%D8%B1%DB%8C-%DA%86%D8%B4%D9%85%D9%87-%D9%86%D9%88%D8%B1-%DA%A9%D8%AF-g642-1w-wt/,156,0,1,0,1,0,None,1,0,1,1,0,,-,-,
legit,https://chibegirim.ir/product/%D8%B9%D8%B3%D9%84-%D8%A7%D8%B1%DA%AF%D8%A7%D9%86%DB%8C%DA%A9-%D8%A2%D9%88%DB%8C%D8%B4%D9%86-%D8%A7%D9%88%D8%B1%D8%A7%D8%B2%D8%A7%D9%86-960-%DA%AF%D8%B1%D9%85/,189,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://cherryblog.ir/%D9%85%D8%B4%D8%AE%D8%B5%D8%A7%D8%AA%D8%8C-%D9%82%DB%8C%D9%85%D8%AA-%D9%88-%D8%AE%D8%B1%DB%8C%D8%AF-%D8%AF%D8%B1%D8%A8-%D8%AC%D9%84%D9%88-%DA%86%D9%BE-%D8%B3%D8%A7%D9%86%D8%AF%D8%B1%D9%88-%D8%B1%D9%86,222,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chenco.ir/product/%D9%84%D9%88%D8%B3%D8%AA%D8%B1-%D9%85%D8%AF%D8%B1%D9%86-%DA%86%D8%B4%D9%85%D9%87-%D9%86%D9%88%D8%B1-%DA%A9%D8%AF-a1332-4-bk-2/,152,0,1,0,1,0,None,1,0,None,None,0,,-,-,
legit,https://www.chakrakala.ir/product/887/%D9%85%D8%A7%D9%87%D9%86%D8%A7%D9%85%D9%87-179-%D9%85%D9%86%D8%AA%D8%B4%D8%B1-%D8%B4%D8%AF%D9%87-%D8%AF%D8%B1-%D8%A2%D8%A8%D8%A7%D9%86-%D9%85%D8%A7%D9%87-1402.aspx,201,0,3,0,1,1,None,1,0,None,None,0,,-,-,
legit,https://www.charmsport.ir/category/%D8%AA%D9%88%D8%AF%D9%88%D8%B2%DB%8C/,72,0,2,0,1,1,None,1,0,0,0,0,,-,-,
legit,https://chibegirim.ir/product/%D9%85%D8%AD%D8%A7%D9%81%D8%B8-%D8%B5%D9%81%D8%AD%D9%87-%D9%86%D9%85%D8%A7%DB%8C%D8%B4-%D8%B3%D8%B1%D8%A7%D9%85%DB%8C%DA%A9%DB%8C-%D8%B4%DB%8C%D9%84%D8%AF-%DA%AF%D9%84%D8%B3-%D9%85%D8%AF%D9%84-clear-3/,231,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,http://chipsel.ir/product/%DA%AF%D9%88%D8%B4%DB%8C-%D8%AA%D9%84%D9%81%D9%86-%D8%A8%D8%A7%D8%B3%D9%8A%D9%85-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%D9%8A%DA%A9-%D9%85%D8%AF%D9%84-kx-ts560,189,0,1,1,0,0,None,1,0,0,0,0,,-,-,
legit,https://chonochera.ir/shrkt-sadrat-o-oardat-kalahay-mkhtlf-az-gmlh-kashy-o-sramyk-o-arayh-dhndh-khdmat-tranzyt-o-bargyry-dryayy-o-ryly-o-trkhys-kala-bray-kshorhay-mkhtlf-az-gmlh-rosyh-o-kshorhay-hozh-cis-o-sayr-nkat-ghan-bazrgany-aaly-kanaay-c022db99-bc38-401c-9f94-5a309cc4a508,278,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,http://chipsel.ir/product-tag/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%A2%D9%85%D8%A7%D8%B2%D9%81%DB%8C%D8%AA-%D9%85%D8%AF%D9%84-amazfit-gts-2e,168,0,1,1,0,0,None,1,0,0,0,0,,-,-,
legit,https://cheskin.ir/tag/every/,29,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://www.charmsport.ir/%D8%AE%D9%88%D8%AF%D8%B1%D9%88%D9%87%D8%A7%DB%8C-%D8%AF%D8%A7%D8%AE%D9%84%DB%8C/%D8%B1%D8%A7%D9%86%D8%A7/,131,0,2,0,1,1,None,1,1,0,0,,,,,
legit,https://chinood.ir/181208/tabela-brasileiro-2023-gamebx240825/,62,0,1,0,1,0,None,1,0,0,0,,,,,
legit,https://chinedecor.ir/construction/guilan/%D8%AF%D9%81%D8%AA%D8%B1-%D9%81%D9%86%DB%8C-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%88-%D9%86%D9%82%D8%B4%D9%87-%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C-%D9%81%D9%88%D9%84%D8%AF%DB%8C%D9%86%DA%AF-%D8%AF/attachment/%D8%AF%D9%81%D8%AA%D8%B1-%D9%81%D9%86%DB%8C-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%88-%D9%86%D9%82%D8%B4%D9%87-%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C-%D9%81%D9%88%D9%84%D8%AF%DB%8C%D9%86%DA%AF-18/,449,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chakavakshahr.ir/courses/%D8%AF%D9%88%D8%B1%D9%87-%D8%B3%D8%A6%D9%88-%D9%88-%D8%A8%D9%87%DB%8C%D9%86%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AA/lessons/%D8%A2%D8%B4%D9%86%D8%A7%DB%8C%DB%8C-%D8%A8%D8%A7-%D8%B3%D8%A7%D8%AE%D8%AA%D8%A7%D8%B1-%D8%AA%D8%A7%D9%BE%DB%8C%DA%A9/,291,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chartix.ir/pwa/,23,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://cherryblog.ir/%D9%85%D8%B9%D8%B1%D9%81%DB%8C-skoda-superb-sleeper-edition/,82,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chinood.ir/37251/Aposta-Ufc/,36,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chinood.ir/37621/Apostas-Em-T-nis/,42,0,1,0,1,0,None,1,0,None,None,0,,-,-,
legit,https://cheskin.ir/tag/fishing/,31,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://cheskin.ir/a-secret-weapon-for-university-2/,52,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://changanblog.ir/%D8%B4%D8%B1%DA%A9%D8%AA-%D8%B5%D9%86%D8%B9%D8%AA-%D9%81%D9%88%D9%84%D8%A7%D8%AF-%D8%A2%D9%84%DB%8C%D8%A7%DA%98%DB%8C-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-brassonline/,190,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chinedecor.ir/?attachment_id=34505,42,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://cherryblog.ir/%D8%A8%D8%B1%D8%B1%D8%B3%DB%8C-%D8%AA%D8%AC%D9%87%DB%8C%D8%B2%D8%A7%D8%AA-%D8%B3%D8%A7%DB%8C%D9%BE%D8%A7-%D8%B3%D8%A7%DB%8C%D9%86%D8%A7-gx/,161,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chinedecor.ir/interior-decoration/a-sharghi/%D9%81%D8%B1%D9%88%D8%B4%DA%AF%D8%A7%D9%87-%D8%A7%D8%B3%D8%AA%D9%88%D9%86-%DA%A9%D9%88%D8%A7%D8%B1%D8%AA%D8%B2-%D8%AF%D8%B1-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2/attachment/%D9%81%D8%B1%D9%88%D8%B4%DA%AF%D8%A7%D9%87-%D8%A7%D8%B3%D8%AA%D9%88%D9%86-%DA%A9%D9%88%D8%A7%D8%B1%D8%AA%D8%B2-%D8%AF%D8%B1-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2-5/,375,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://cheekara.ir/blog/table-layout-mashhad-guide,51,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chichaklabani.ir/tag/%D9%82%DB%8C%D9%85%D8%AA-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D8%AF%D9%88%D8%BA-%D9%87%D8%A7%DB%8C-%D9%85%DB%8C%D9%87%D9%86/,148,0,1,0,1,0,None,1,0,None,None,0,,-,-,
legit,https://chemicalproducts.ir/export-sales-price-of-urea-fertilizer/,66,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chipsel.ir/product/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D9%87%D8%A7%DB%8C%D9%86%D9%88%D8%AA%DA%A9%D9%88-%D9%85%D8%AF%D9%84-h49-ultra-max,170,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://choobabzar.ir/product/%D8%A7%D8%B1%D9%87-%D9%85%DB%8C%D8%B2%DB%8C-%D9%85%D8%AD%DA%A9-%D9%85%D8%AF%D9%84-ts-250/,119,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chinood.ir/189394/casa-de-aposta-confi-vel/,51,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chinood.ir/159546/22-agosto-signo/,42,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://www.charmsport.ir/%D9%86%DB%8C%D8%B3%D8%A7%D9%86-%D8%AA%DB%8C%D8%A7%D9%86%D8%A7/,88,0,2,0,1,1,None,1,1,0,0,0,,-,-,
legit,https://cheshato.ir/shrkt-sadrat-o-oardat-kalahay-mkhtlf-az-gmlh-kashy-o-sramyk-o-arayh-dhndh-khdmat-tranzyt-o-bargyry-dryayy-o-ryly-o-trkhys-kala-bray-kshorhay-mkhtlf-az-gmlh-rosyh-o-kshorhay-hozh-cis-o-sayr-nkat-ghan-bazrgany-aaly-kanaay-c654bdcc-5917-45ac-a9f2-499fa523032a,276,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chinedecor.ir/interior-decoration/mazandaran/%D9%85%D8%AC%D9%87%D8%B2%D8%AA%D8%B1%DB%8C%D9%86-%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87-mdf-%D9%88-%DA%86%D9%88%D8%A8-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%85%D8%B3%D8%B1/attachment/%D9%85%D8%AC%D9%87%D8%B2%D8%AA%D8%B1%DB%8C%D9%86-%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87-mdf-%D9%88-%DA%86%D9%88%D8%A8-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%85%D8%B3%D8%B1-21/,399,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chbonline.ir/?p=11524,29,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,http://chipsel.ir/product-tag/%DA%A9%D8%A7%D8%A8%D9%84-%D8%AA%D8%A8%D8%AF%DB%8C%D9%84-usb-%D8%A8%D9%87-type-c-%D8%A8%D8%A7%D8%B3%D8%A6%D9%88%D8%B3-%D9%85%D8%AF%D9%84-catss-b-%D8%B7%D9%88%D9%84-2-%D9%85%D8%AA%D8%B1,213,0,1,1,0,0,None,1,0,0,0,0,,-,-,
legit,https://cherryblog.ir/%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D8%AE%D9%88%D8%AF%D8%B1%D9%88%D9%87%D8%A7%DB%8C-%D8%B4%D8%A7%D8%B3%DB%8C-%D8%A8%D9%84%D9%86%D8%AF-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%AA%D8%B5%D8%A7/,221,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://fly.chatragasht.ir/Systems/fa/Reservation/Flight_NewReservation_Search.aspx?itinerary=THR%7CKER%7C2025-03-24%7C1053%7CQ,127,0,3,0,1,1,None,1,1,0,0,0,,-,-,
legit,https://chapshafagh.ir/product/NDE4NDg5=/%D8%AA%D8%B1%D8%A7%DA%A9%D8%AA-%DA%AF%D9%84%D8%A7%D8%B3%D9%87-135-%DA%AF%D8%B1%D9%85-A5-%D8%AF%D9%88-%D8%B1%D9%88-5000-%D8%B9%D8%AF%D8%AF%DB%8C---3-%D8%B1%D9%88%D8%B2-%DA%A9%D8%A7%D8%B1%DB%8C,232,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://cgnation.ir/vahid.d.anima/project-7500,46,0,3,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chapshafagh.ir/product/NDIyMjk1=/%D8%AA%D8%B1%D8%A7%DA%A9%D8%AA-%D8%AA%D8%AD%D8%B1%DB%8C%D8%B1-80-%DA%AF%D8%B1%D9%85-B4-%DB%8C%DA%A9-%D8%B1%D9%88-1000-%D8%B9%D8%AF%D8%AF%DB%8C---3-%D8%B1%D9%88%D8%B2-%DA%A9%D8%A7%D8%B1%DB%8C,231,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chinedecor.ir/construction/guilan/%D8%AF%D9%81%D8%AA%D8%B1-%D9%81%D9%86%DB%8C-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%A8%D9%87%D8%B3%D8%A7%D8%B2%D8%A7%D9%86-%D8%A7%D9%85%DB%8C%D9%86-%D8%AF%D8%B1-%D8%B3%DB%8C%D8%A7%D9%87%DA%A9%D9%84/attachment/%D8%AF%D9%81%D8%AA%D8%B1-%D9%81%D9%86%DB%8C-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%A8%D9%87%D8%B3%D8%A7%D8%B2%D8%A7%D9%86-%D8%A7%D9%85%DB%8C%D9%86-%D8%AF%D8%B1-%D8%B3%DB%8C%D8%A7%D9%87%DA%A9-14/,448,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,http://www.chn.ir/english/eshownews.asp?no=4941,47,0,3,1,0,1,None,1,0,None,None,0,,-,-,
legit,https://my.chapita.ir/category/MTA4OTA0=/B3,43,0,2,0,1,1,None,1,0,0,0,0,,-,-,
legit,http://www.chaptabatabaei.ir/clip,33,0,2,1,0,1,None,1,0,0,0,0,,-,-,
legit,https://chakavakshahr.ir/courses/%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AA-%D8%B3%D8%B7%D8%AD-%D9%85%D8%AA%D9%88%D8%B3%D8%B7/lessons/%D8%A7%D9%81%D8%B2%D9%88%D8%AF%D9%86-%D9%81%D9%88%D9%86%D8%AA-%D8%A8%D9%87-%D8%B3%D8%A7%DB%8C%D8%AA/,247,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chinedecor.ir/interior-decoration/mazandaran/%D9%85%D8%AC%D9%87%D8%B2%D8%AA%D8%B1%DB%8C%D9%86-%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87-mdf-%D9%88-%DA%86%D9%88%D8%A8-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%85%D8%B3%D8%B1/attachment/%D9%85%D8%AC%D9%87%D8%B2%D8%AA%D8%B1%DB%8C%D9%86-%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87-mdf-%D9%88-%DA%86%D9%88%D8%A8-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%85%D8%B3%D8%B1-23/,399,0,1,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chemicalproducts.ir/%D8%AE%D8%B1%DB%8C%D8%AF-%D9%88-%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%DB%8C%D8%AF-%D9%86%DB%8C%D8%AA%D8%B1%DB%8C%DA%A9-%D8%BA%D9%84%DB%8C%D8%B8/,197,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chaapman.ir/21375156631.shtml,37,0,2,0,1,0,None,1,0,None,None,0,,-,-,
legit,https://chakmesaz.ir/%D8%B9%D8%B1%D8%B6%D9%87-%D8%A7%DB%8C%D9%86%D8%AA%D8%B1%D9%86%D8%AA%DB%8C-%DA%86%DA%A9%D9%85%D9%87-%D8%B2%D9%86%D8%A7%D9%86%D9%87/,151,0,1,0,1,0,None,1,0,None,None,,,,,
legit,https://cheskin.ir/the-dying-of-television-and-methods-to-avoid-it/,67,0,1,0,1,0,None,1,0,0,0,,,,,
legit,https://cheshmenews.ir/taamyrat-sazhhay-snaaty-roshhay-noyn-o-paydar-cvtttda1s44sj7gz,85,0,1,0,1,0,None,1,0,0,0,,,,,
legit,http://chipsel.ir/product-tag/%D8%B1%DB%8C%D9%85%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-rc-095a,87,0,1,1,0,0,None,1,0,0,0,0,,-,-,
legit,https://chinood.ir/180425/palavra-cruzada-4-ano/,48,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chaparel.ir/product/%DA%86%DA%AF%D9%88%D9%86%D9%87-%DA%AF%D9%86%D8%AF%D9%85-%D8%A8%D8%A7-%DA%A9%DB%8C%D9%81%DB%8C%D8%AA-%D8%AE%D9%88%D8%A8-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%DA%A9%D9%86%DB%8C%D9%85%D8%9F/,209,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://cheskin.ir/tag/throughout/,34,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chipsel.ir/product-tag/a1363,36,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://charbaghrasa.ir/tag/%D8%AA%D9%87%D8%AF%DB%8C%D8%AF/,59,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://fly.chatragasht.ir/Systems/fa/Reservation/Flight_NewReservation_Search.aspx?itinerary=THR%7COMH%7C2025-02-22%7C1004%7CQ,127,0,3,0,1,1,None,1,1,0,0,0,,-,-,
legit,https://cheaptools.ir/product/%D9%85%DB%8C%D9%86%DB%8C-%D9%81%D8%B1%D8%B2-%D8%A7%D8%AF%D9%88%D9%86-800-%D9%88%D8%A7%D8%AA-%D9%85%D8%AF%D9%84-ag-115-800/,152,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://fly.chatragasht.ir/api/DeepLink/Flight/Availability/Oneway/SpecificFlight/V1?origin=THR&destination=OMH&departureDate=2025-03-15&flightNumber=1004&fareName=Q&language=fa&utmSource=Homepage,196,0,2,0,1,1,None,1,1,0,0,0,,-,-,
legit,https://charterkar724.ir/,25,0,1,0,1,0,None,1,1,0,1,0,,-,-,
legit,https://cheebal.ir/shop/%D8%B1%D9%88%D8%AA%D8%AE%D8%AA%DB%8C/P1188-%D8%B1%D9%88%D8%AA%D8%AE%D8%AA%DB%8C-%DA%A9%D9%84%D8%A7%D8%B3%DB%8C%DA%A9-%D8%B1%D9%88%D8%AA%D8%AE%D8%AA%DB%8C-%D9%88%D8%B1%D8%B3%D8%A7%DA%86%D9%87.html,219,0,2,0,1,0,None,1,1,0,0,0,,-,-,
legit,https://chipsel.ir/product/%DA%A9%D8%A7%D8%A8%D9%84-%D8%AA%D8%A8%D8%AF%DB%8C%D9%84-type-c-%D8%A8%D9%87-%D9%84%D8%A7%DB%8C%D8%AA%D9%86%DB%8C%D9%86%DA%AF-%D8%A8%D8%A7%D8%B3%D8%A6%D9%88%D8%B3-%D9%85%D8%AF%D9%84-high-density-braide/,228,0,1,0,1,0,None,1,0,0,0,0,,-,-,
legit,https://chakavakshahr.ir/courses/web-pro/lessons/%D8%A7%DB%8C%D8%AC%D8%A7%D8%AF-%D9%86%D9%88%D8%B4%D8%AA%D9%87-%D8%AC%D8%AF%DB%8C%D8%AF-%D8%AF%D8%B1-%D9%88%D8%B1%D8%AF%D9%BE%D8%B1%D8%B3/,186,0,1,0,1,0,None,1,0,0,0,0,,-,-,
